날짜,시가,고가,저가,종가,거래량,등락률
2023-04-07,103007,113602,100260,113602,10688701,10.919955476576384
2023-04-10,115956,145975,114975,141659,18046763,24.697628562877412
2023-04-11,148134,160887,137342,150881,16644185,6.5099993646715
2023-04-12,143620,148525,125177,125570,15863784,-16.775472060763118
2023-04-13,117722,132045,111835,119096,21377580,-5.155690053356694
2023-04-14,123215,124392,115366,119880,8044397,0.6582924699402163
2023-04-17,119095,123608,116937,121058,6583976,0.9826493159826493
2023-04-18,123215,131456,118311,128710,8954066,6.320937071486394
2023-04-19,126354,128512,120860,120861,5792622,-6.09820526765597
2023-04-20,118310,122430,117918,119488,3870897,-1.1360157536343403
2023-04-21,118702,119880,112621,112621,5941044,-5.747020621317621
2023-04-24,111051,121841,110659,117330,6858990,4.181280578222534
2023-04-25,119488,121450,113406,117134,6463459,-0.16705020028978096
2023-04-26,118507,121252,115367,117526,4879636,0.3346594498608432
2023-04-27,117525,139108,116152,139108,13562959,18.363596140428502
2023-04-28,147153,155197,139108,143229,15123729,2.962446444489174
2023-05-02,147152,152646,139696,143817,8197732,0.41053138680015916
2023-05-03,142247,143032,130475,131260,7025317,-8.731234833156025
2023-05-04,131063,137931,127532,134007,6492026,2.0927929300624712
2023-05-08,136165,136557,124196,125178,4358200,-6.588461796771811
2023-05-09,123803,126159,117722,122235,6652216,-2.3510521018070265
2023-05-10,122234,123411,115563,115760,5061619,-5.29717347731828
2023-05-11,118507,122038,106734,107912,9124062,-6.779543883897719
2023-05-12,105361,109874,103988,106735,7074949,-1.0907035362146935
2023-05-15,105165,105753,97905,102222,8524819,-4.22822879093081
2023-05-16,104576,110070,102418,108108,7452799,5.758055995773904
2023-05-17,106146,113602,105361,111444,4056555,3.085803085803086
2023-05-18,113798,115563,109481,110855,3106566,-0.528516564373138
2023-05-19,110266,110658,104183,104380,4027550,-5.8409634206846786
2023-05-22,103006,111443,100848,111247,4260241,6.578846522322284
2023-05-23,112032,116348,111051,111836,3852156,0.5294524796174278
2023-05-24,113601,113993,110069,111247,2131175,-0.5266640437783898
2023-05-25,109481,111835,106930,107323,2419415,-3.5272861290641546
2023-05-26,107715,109677,104183,106342,2759760,-0.914063155148477
2023-05-30,107519,107911,103006,107127,2872927,0.7381843486110851
2023-05-31,107127,111836,107127,110463,3290767,3.1140608810103894
2023-06-01,111443,111835,108892,110266,1609648,-0.17834025872916723
2023-06-02,110069,113601,109284,111247,2546553,0.8896668057243394
2023-06-05,112228,112620,110069,111051,1790332,-0.17618452632430537
2023-06-07,111835,129887,111640,129887,9073319,16.96157621273109
2023-06-08,128513,135184,127728,129102,6717622,-0.6043714921431705
2023-06-09,134987,137342,130474,131456,5990309,1.8233644715031523
2023-06-12,132829,136950,132045,135773,3642614,3.2839885589094453
2023-06-13,139108,147741,136754,146957,7403891,8.237278398503383
2023-06-14,147545,155001,128709,130868,12705898,-10.9481004647618
2023-06-15,137146,141659,133418,139305,7107649,6.4469541828407255
2023-06-16,140678,145583,134203,145191,4614815,4.225261117691397
2023-06-19,145779,153431,143424,151469,6163919,4.323959474072084
2023-06-20,148918,156766,147741,150096,4846869,-0.9064561065300492
2023-06-21,151272,154804,148722,149507,3731945,-0.3924155207333973
2023-06-22,146760,152253,145386,149507,3412890,0.0
2023-06-23,151076,151468,148722,148722,1672607,-0.5250590273365127
2023-06-26,148918,152450,148722,149311,1879514,0.39604093543658636
2023-06-27,148329,149114,139696,144798,4143281,-3.0225502474700456
2023-06-28,146564,147545,137146,137343,3306801,-5.148551775577011
2023-06-29,138323,144209,136557,140089,3189439,1.999373830482806
2023-06-30,142444,149115,140286,147938,3407925,5.6028667489952815
2023-07-03,151469,180311,150880,178153,15051473,20.424096581000146
2023-07-04,179919,183254,165792,173837,9573828,-2.4226367223678524
2023-07-05,175406,187963,173247,185020,8358962,6.433037845798076
2023-07-06,185609,192672,181292,184628,6109914,-0.21186898713652577
2023-07-07,184431,192279,183843,192280,4438794,4.144550122408302
2023-07-10,195026,199147,184628,189337,5636953,-1.5305804035781154
2023-07-11,191102,195811,187963,191495,3661768,1.1397666594484965
2023-07-12,190318,192672,178349,180508,5711141,-5.737486618449568
2023-07-13,178153,195026,173248,187571,7331421,3.9128459680457377
2023-07-14,189728,194045,186785,193849,3421141,3.346999269609908
2023-07-17,196792,199147,193261,196008,3428475,1.113753488540049
2023-07-18,199735,225242,197184,219356,8160674,11.91175870372638
2023-07-19,216413,220925,212096,219160,3740584,-0.08935246813399224
2023-07-20,213666,216609,209153,212489,2779764,-3.0438948713268843
2023-07-21,203267,233482,203070,224261,6912429,5.540051485018048
2023-07-24,225830,231324,221318,227793,6208067,1.5749506155773851
2023-07-25,225242,259185,219748,253692,10572888,11.369532865364608
2023-07-26,255653,301957,222887,240938,15375013,-5.027356006496066
2023-07-27,235444,235444,188552,193261,14512270,-19.788078260797384
2023-07-28,187570,217982,183450,216609,10489770,12.081071711312681
2023-07-31,222887,240153,220729,236818,6785098,9.329713908471025
2023-08-01,250159,253298,228577,237014,8358697,0.08276397908942733
2023-08-02,228381,240742,219356,219356,5446234,-7.450192815614268
2023-08-03,226615,236818,216609,236818,6602518,7.960575502835574
2023-08-04,236817,242311,228969,230343,3607284,-2.7341671663471527
2023-08-07,224260,228969,200323,209153,6539436,-9.199324485658344
2023-08-08,206995,216805,199735,211312,5311853,1.0322586814437278
2023-08-09,210134,230932,207780,221122,4739348,4.642424471870978
2023-08-10,221906,232894,218963,228774,3868150,3.460533099375006
2023-08-11,233679,234463,219748,223084,4515668,-2.487170744927308
2023-08-14,217786,222887,205425,214451,4052534,-3.869842749816213
2023-08-16,212489,218963,200717,200717,3588747,-6.404260180647327
2023-08-17,202678,219159,199146,218571,5893385,8.89511102696832
2023-08-18,219159,221709,207779,211115,3380480,-3.411248518787945
2023-08-21,211900,231324,211900,230540,3862543,9.201146294673519
2023-08-22,238387,250159,236817,247413,6148639,7.318903444087795
2023-08-23,247608,249375,233286,239565,4345254,-3.1720241054431253
2023-08-24,245646,249375,241331,247021,3544487,3.112307724417173
2023-08-25,241133,250943,238976,246628,2915001,-0.15909578537857105
2023-08-28,250160,250160,243685,246236,2218110,-0.15894383443891205
2023-08-29,243489,244862,233089,239565,2772466,-2.7091895579850225
2023-08-30,244666,247806,240350,244863,3039223,2.211508358900507
2023-08-31,245646,248590,234267,246628,13788830,0.7208112291362925
2023-09-01,242114,242114,231324,231324,3209673,-6.205297046564056
2023-09-04,225242,231324,216020,217983,3796668,-5.767235565700057
2023-09-05,218375,219356,207780,211508,4152114,-2.970415124115183
2023-09-06,214254,219748,204248,206014,3027062,-2.597537681789814
2023-09-07,204051,208368,195615,197381,4057610,-4.19049190831691
2023-09-08,197773,200520,191298,200324,3567744,1.4910249720084505
2023-09-11,201305,201501,192279,192280,2395374,-4.015494898264811
2023-09-12,195027,196204,179526,182470,5873105,-5.101934678593718
2023-09-13,181095,185411,176190,176387,4124698,-3.3336986901956487
2023-09-14,177564,183254,174817,177368,3479427,0.5561634360808902
2023-09-15,177760,179329,172855,174621,4842562,-1.5487573857742096
2023-09-18,175013,179330,170697,176387,3007241,1.0113331157191863
2023-09-19,175798,177564,172658,174621,1533533,-1.0012075719865976
2023-09-20,174621,186981,174621,186982,4271000,7.078759141225854
2023-09-21,185216,194634,184627,190514,3036665,1.88895187772085
2023-09-22,187962,192083,181879,187767,2036412,-1.4418887850761624
2023-09-25,189924,193260,172659,172659,3335272,-8.046142293374235
2023-09-26,172658,179134,172266,174229,2357449,0.909306783891949
2023-09-27,172659,179330,171090,176780,1757463,1.4641649782757176
2023-10-04,174620,175601,161279,161672,3086047,-8.546215635252857
2023-10-05,166576,169127,161475,161868,1981933,0.12123311395912711
2023-10-06,161279,167165,161279,164615,1303798,1.6970618034447822
2023-10-10,165595,165988,152646,154216,2775070,-6.317164292439936
2023-10-11,158336,167558,156178,165400,2691163,7.252165793432589
2023-10-12,167361,175210,166184,171286,2045514,3.5586457073760585
2023-10-13,170305,172267,161672,163438,2067430,-4.58181053909835
2023-10-16,156178,165202,154019,163830,2223910,0.23984630257345296
2023-10-17,166576,170697,162849,162849,1735613,-0.5987914301409998
2023-10-18,163045,166381,160887,161280,974336,-0.9634692260928837
2023-10-19,156963,158925,155197,156571,1332707,-2.919766865079365
2023-10-20,153823,154019,145190,147349,3009311,-5.889979625856641
2023-10-23,145387,149507,142051,143229,2168743,-2.7960827694792636
2023-10-24,144405,148722,134399,147545,3377992,3.0133562337236177
2023-10-25,148526,148722,135381,135381,2206199,-8.244264461689655
2023-10-26,130278,133025,120271,121842,4715195,-10.0006647904802
2023-10-27,123215,127924,119683,124589,3271496,2.2545591832044782
2023-10-30,123608,132045,122822,129887,2358346,4.252381831461847
2023-10-31,130671,130867,120076,121646,2378907,-6.344745817518305
2023-11-01,123019,126551,115760,117134,2561043,-3.709123193528764
2023-11-02,120861,127336,119095,127336,2749204,8.709682927245717
2023-11-03,130671,133418,123804,124982,3359298,-1.8486523842432618
2023-11-06,143621,162457,139697,162457,5876989,29.98431774175481
2023-11-07,170697,182077,155981,168539,11953932,3.7437598872316986
2023-11-08,161083,165399,144602,144602,5388218,-14.202647458451754
2023-11-09,147937,149702,135968,143032,4620539,-1.0857387864621513
2023-11-10,137931,139305,134400,134400,2295738,-6.035013143911852
2023-11-13,137146,140481,133418,134988,1814567,0.43750000000000006
2023-11-14,137734,146759,136557,143032,2918925,5.959048211692891
2023-11-15,154805,154805,142247,145191,2644191,1.5094524302254042
2023-11-16,143228,149115,138127,139501,1959884,-3.918975694085722
2023-11-17,136949,137734,129690,133222,2797389,-4.501043003275962
2023-11-20,131456,144798,130671,142836,3194429,7.2165257990422
2023-11-21,144406,146564,137539,142248,2395252,-0.41166092581702096
2023-11-22,139697,141659,135969,137343,1670375,-3.448203138181204
2023-11-23,137342,138912,135576,137931,868359,0.42812520477927524
2023-11-24,138324,139305,135969,136362,895464,-1.137525284381321
2023-11-27,138716,138716,133222,135773,1263447,-0.43193851659553245
2023-11-28,135969,144602,135773,139501,2298664,2.7457594661677946
2023-11-29,142444,145975,138520,145191,2415929,4.07882380771464
2023-11-30,142639,146760,140873,146760,1911073,1.0806454945554478
2023-12-01,143620,144994,138911,142051,1717525,-3.2086399563913877
2023-12-04,137931,140285,130083,130868,8037236,-7.872524656637404
2023-12-05,131260,133026,127728,129102,2195159,-1.3494513555643854
2023-12-06,129494,131456,125766,125767,1994058,-2.5832287648525973
2023-12-07,127336,127925,119880,124001,2047354,-1.4041839274213426
2023-12-08,125570,131849,124393,130868,2336838,5.5378585656567285
2023-12-11,132633,134399,130278,130475,1737366,-0.30030259498120243
2023-12-12,130082,131456,128120,129494,1213031,-0.7518681739796895
2023-12-13,126551,128120,123019,123412,2041452,-4.696742706225772
2023-12-14,126943,127335,118310,119684,3265375,-3.0207759375101286
2023-12-15,123215,130082,122234,126355,3975043,5.573844457070285
2023-12-18,132045,141070,129690,136754,5975417,8.229986941553559
2023-12-19,138715,143817,136753,143817,3672068,5.164748380303318
2023-12-20,145386,145583,140874,142640,2077303,-0.8184011625885674
2023-12-21,140481,144013,134595,135773,3550088,-4.814217610768368
2023-12-22,137734,138323,130671,131064,2098796,-3.4682889823455327
2023-12-26,128906,130868,124393,125963,2651092,-3.8919916987120793
2023-12-27,126355,130475,124589,126159,2258089,0.15560124798551955
2023-12-28,128121,128709,123804,126944,1326586,0.6222306771613599
2024-01-02,127139,129494,124980,125178,1273952,-1.391164608016133
2024-01-03,123608,124785,121449,121646,1404443,-2.8215820671363976
2024-01-04,118898,126158,118898,124393,1793660,2.2581918024431546
2024-01-05,124393,130475,121646,128710,2905704,3.4704525174246137
2024-01-08,128905,129101,124981,125374,1179785,-2.591873203325305
2024-01-09,125962,128709,124393,124393,1076469,-0.7824588830219982
2024-01-10,124196,125373,121646,121646,1045654,-2.208323619496274
2024-01-11,122627,128317,122627,127336,1932433,4.677506864179668
2024-01-12,125570,125962,123411,124001,922752,-2.6190550983225482
2024-01-15,122038,125178,121057,122235,1029992,-1.4241820630478785
2024-01-16,121253,122823,119879,120861,1019391,-1.1240643023683887
2024-01-17,119684,120272,116740,116741,1603506,-3.4088746576645903
2024-01-18,115367,119879,114778,114779,1563053,-1.6806434757283217
2024-01-19,115956,116937,107911,109089,2765330,-4.9573528258653585
2024-01-22,107912,109089,100260,101045,2859798,-7.373795708091559
2024-01-23,98885,103006,98101,99671,2265683,-1.3597901924884952
2024-01-24,99671,100652,96434,99279,1929345,-0.39329393705290405
2024-01-25,98298,98298,94570,96238,1854489,-3.06308484170872
2024-01-26,94766,105949,94177,105165,2983134,9.275961678339117
2024-01-29,106930,107127,101633,102222,2280616,-2.798459563543004
2024-01-30,103987,107519,100063,100456,1901328,-1.727612451331416
2024-01-31,99278,102025,98101,98494,1039864,-1.9530938918531495
2024-02-01,98298,105754,97513,104773,1900156,6.3750076146770365
2024-02-02,105950,108893,102222,107716,1898087,2.808929781527684
2024-02-05,106146,109285,104772,105950,1223458,-1.6394964536373426
2024-02-06,103988,104380,99083,99868,2145507,-5.7404436054742805
2024-02-07,103007,122627,103007,113602,7687845,13.752152841751112
2024-02-08,117133,128709,114779,127140,6445941,11.917043714019119
2024-02-13,127138,135576,122430,124589,5349615,-2.0064495831366997
2024-02-14,121646,124197,116740,122039,3533555,-2.046729647079598
2024-02-15,124588,127532,121841,124589,2009175,2.0894959807930253
2024-02-16,129494,130082,124000,125570,2128204,0.7873889348176806
2024-02-19,121841,123410,118506,118703,2445179,-5.4686628971888185
2024-02-20,116347,119095,112620,117722,2909455,-0.826432356385264
2024-02-21,115563,121646,113994,117722,1904972,0.0
2024-02-22,117721,118702,115955,116937,1069486,-0.6668252323270076
2024-02-23,116937,119095,114975,116349,1216129,-0.5028348597963006
2024-02-26,114778,118505,114581,115760,1037938,-0.5062355499402659
2024-02-27,117329,119488,113602,113602,1597089,-1.864201796821009
2024-02-28,117526,121450,114779,115368,3648226,1.5545500959490148
2024-02-29,116545,121253,114975,121254,2266605,5.101934678593718
2024-03-04,122430,124981,120076,124197,2160838,2.4271364243653815
2024-03-05,121448,123215,118703,118703,1780923,-4.423617317648574
2024-03-06,116937,120273,116152,117330,1126427,-1.15666832346276
2024-03-07,117525,119684,115759,117722,1016700,0.3341004005795619
2024-03-08,117918,119095,114974,115956,1289660,-1.5001444080120963
2024-03-11,115956,117133,114778,114779,815618,-1.0150401876573873
2024-03-12,115563,121646,115367,120665,1848088,5.128115770306415
2024-03-13,121254,121449,119292,120077,968806,-0.487299548336303
2024-03-14,119095,119488,117133,119488,874185,-0.4905185839086586
2024-03-15,117721,118114,116740,117918,810680,-1.3139394750937332
2024-03-18,117721,121057,117721,120665,900525,2.3295849658237078
2024-03-19,121842,122038,118113,119880,838309,-0.6505614718435337
2024-03-20,119880,121646,118703,119096,602963,-0.6539873206539873
2024-03-21,120273,122627,120076,121058,1220181,1.6474104923758985
2024-03-22,120861,126551,120272,123216,1558074,1.7826165970030894
2024-03-25,123804,127532,122822,125963,1594949,2.229418257369173
2024-03-26,127335,127335,124981,126551,1059660,0.4668037439565587
2024-03-27,127728,132829,127139,132241,2667127,4.496211013741496
2024-03-28,133418,133418,128513,129102,1524981,-2.3736965086470914
2024-03-29,126943,127728,123608,124197,1433770,-3.7993214667472235
